# This is a modified file with test data.
# This file was originall produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#  It has since been modified.
#  Tue Jul  9 17:39:41 2019
#  User preference: *
kepoi_name,kepler_name,koi_teq

K04763.01,,522.0
K04763.01,,522.0
K04763.01,,522.0
K04763.01,,522.0
K04763.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K04809.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K05055.01,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K06168.02,,522.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00377.02,Kepler-9 c,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00620.01,Kepler-51 b,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K00743.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K01555.01,,523.0
K02422.01,Kepler-1232 b,523.0
K02422.01,Kepler-1232 b,523.0
K02422.01,Kepler-1232 b,523.0
