# This is a modified file with test data.
# This file was originall produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#  It has since been modified.
#  Tue Jul  9 17:39:41 2019
#  User preference: *
kepoi_name,kepler_name,koi_teq

K00143.01,,855.0
K00143.01,,855.0
K00143.01,,855.0
K00143.01,,855.0
K00143.01,,855.0
K00143.01,,855.0
K00143.01,,855.0
K00143.01,,855.0
K00143.01,,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K00658.03,Kepler-203 d,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01583.01,Kepler-897 b,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01704.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K01918.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05445.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K05479.01,,855.0
K06326.01,,855.0
K06326.01,,855.0
K06326.01,,855.0
K06326.01,,855.0
K06326.01,,855.0
K06326.01,,855.0
