# This is a modified file with test data.
# This file was originall produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#  It has since been modified.
#  Tue Jul  9 17:39:41 2019
#  User preference: *
kepoi_name,kepler_name,koi_teq

K05626.01,,293.0
K05626.01,,293.0
K05626.01,,293.0
K05626.01,,293.0
K05626.01,,293.0
K05626.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K05657.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K07439.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K08156.01,,293.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K00351.01,Kepler-90 h,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03036.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K03660.01,,294.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K02681.01,Kepler-397 c,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K03843.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04511.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K04564.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K05689.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07553.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K07882.01,,295.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K00238.03,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K01008.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05089.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05621.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K05718.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.01,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K06065.02,,296.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00113.01,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K00612.03,,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K01422.02,Kepler-296 d,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K02094.02,Kepler-1090 b,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K04291.01,,297.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00593.04,,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K00947.01,Kepler-737 b,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K01429.01,,298.0
K05229.01,,298.0
