# This is a modified file with test data.
# This file was originall produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#  It has since been modified.
#  Tue Jul  9 17:39:41 2019
#  User preference: *
kepoi_name,kepler_name,koi_teq

K06142.02,,579.0
K06142.02,,579.0
K06142.02,,579.0
K06142.02,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06276.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K06453.01,,579.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01218.01,Kepler-795 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K01522.01,Kepler-879 b,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K02942.02,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03195.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K03292.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K07948.01,,580.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K00475.02,Kepler-165 c,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K02174.03,,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K03237.01,Kepler-1444 b,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K05007.02,,581.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00157.03,Kepler-11 e,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00343.03,Kepler-142 d,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00704.01,,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K00720.03,Kepler-221 e,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01551.01,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01616.02,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01684.01,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K01751.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K02321.02,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K07234.01,,582.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K00519.02,Kepler-175 c,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01336.03,Kepler-58 d,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01489.01,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K01833.02,,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K02031.01,Kepler-1062 b,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05182.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K05834.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K06624.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K08091.01,,583.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
K00094.03,Kepler-89 e,584.0
